-1,0,0,0,0,0,0,0,0,0.35018626929217667
-1,1,-1,0,0,0,0,0,0,0.34951456310679613
-1,1,-1,1,-1,0,0,0,0,0.0
-1,1,-1,1,-1,1,-1,0,0,0.0
-1,1,-1,1,-1,1,0,-1,0,0.0
-1,1,-1,1,-1,1,0,0,-1,0.0
-1,1,-1,1,-1,-1,1,0,0,0.0
-1,1,-1,1,-1,0,1,-1,0,0.0
-1,1,-1,1,-1,0,1,0,-1,0.0
-1,1,-1,1,-1,-1,0,1,0,0.0
-1,1,-1,1,-1,0,-1,1,0,0.0
-1,1,-1,1,-1,0,0,1,-1,0.0
-1,1,-1,1,-1,-1,0,0,1,0.0
-1,1,-1,1,-1,0,-1,0,1,0.0
-1,1,-1,1,-1,0,0,-1,1,0.0
-1,1,-1,1,0,-1,0,0,0,0.15384615384615385
-1,1,-1,1,1,-1,-1,0,0,1.0
-1,1,-1,1,1,-1,0,-1,0,0.0
-1,1,-1,1,1,-1,0,0,-1,0.5
-1,1,-1,1,0,-1,1,-1,0,0.0
-1,1,-1,1,0,-1,1,0,-1,0.0
-1,1,-1,1,0,-1,-1,1,0,0.5
-1,1,-1,1,0,-1,0,1,-1,0.5
-1,1,-1,1,0,-1,-1,0,1,0.0
-1,1,-1,1,0,0,-1,0,0,0.47058823529411764
-1,1,-1,1,1,0,-1,-1,0,1.0
-1,1,-1,1,1,0,-1,0,-1,1.0
-1,1,-1,1,0,1,-1,-1,0,0.5
-1,1,-1,1,0,1,-1,0,-1,0.5
-1,1,-1,1,0,0,-1,1,-1,0.5
-1,1,-1,1,0,0,-1,-1,1,0.0
-1,1,-1,1,0,0,0,-1,0,0.25
-1,1,-1,1,1,0,0,-1,-1,0.5
-1,1,-1,1,0,1,0,-1,-1,0.5
-1,1,-1,1,0,0,1,-1,-1,0.0
-1,1,-1,1,0,0,0,0,-1,0.3333333333333333
-1,1,-1,-1,1,0,0,0,0,0.5555555555555556
-1,1,-1,-1,1,1,-1,0,0,0.0
-1,1,-1,-1,1,1,0,-1,0,0.0
-1,1,-1,-1,1,1,0,0,-1,1.0
-1,1,-1,-1,1,-1,1,0,0,1.0
-1,1,-1,-1,1,0,1,0,-1,1.0
-1,1,-1,-1,1,-1,0,1,0,1.0
-1,1,-1,-1,1,0,-1,1,0,0.0
-1,1,-1,-1,1,0,0,1,-1,1.0
-1,1,-1,-1,1,-1,0,0,1,1.0
-1,1,-1,-1,1,0,-1,0,1,0.0
-1,1,-1,-1,1,0,0,-1,1,0.0
-1,1,-1,0,1,-1,0,0,0,0.5555555555555556
-1,1,-1,0,1,-1,1,-1,0,0.0
-1,1,-1,0,1,-1,1,0,-1,0.5
-1,1,-1,0,1,-1,-1,1,0,1.0
-1,1,-1,0,1,-1,0,1,-1,1.0
-1,1,-1,0,1,-1,-1,0,1,1.0
-1,1,-1,0,1,0,-1,0,0,0.6923076923076923
-1,1,-1,0,1,1,-1,-1,0,0.5
-1,1,-1,0,1,1,-1,0,-1,1.0
-1,1,-1,0,1,0,-1,1,-1,1.0
-1,1,-1,0,1,0,-1,-1,1,0.0
-1,1,-1,0,1,0,0,-1,0,0.3333333333333333
-1,1,-1,0,1,1,0,-1,-1,1.0
-1,1,-1,0,1,0,1,-1,-1,0.0
-1,1,-1,0,1,0,0,0,-1,0.6923076923076923
-1,1,-1,-1,0,1,0,0,0,0.15384615384615385
-1,1,-1,-1,-1,1,1,0,0,0.0
-1,1,-1,-1,0,1,1,0,-1,0.0
-1,1,-1,-1,-1,1,0,1,0,0.0
-1,1,-1,-1,0,1,-1,1,0,0.0
-1,1,-1,-1,0,1,0,1,-1,0.5
-1,1,-1,-1,-1,1,0,0,1,0.0
-1,1,-1,-1,0,1,-1,0,1,0.0
-1,1,-1,-1,0,1,0,-1,1,0.0
-1,1,-1,0,-1,1,0,0,0,0.0
-1,1,-1,0,-1,1,1,-1,0,0.0
-1,1,-1,0,-1,1,1,0,-1,0.0
-1,1,-1,0,-1,1,-1,1,0,0.0
-1,1,-1,0,-1,1,0,1,-1,0.0
-1,1,-1,0,-1,1,-1,0,1,0.0
-1,1,-1,0,-1,1,0,-1,1,0.0
-1,1,-1,0,0,1,-1,0,0,0.3333333333333333
-1,1,-1,0,0,1,-1,1,-1,0.5
-1,1,-1,0,0,1,-1,-1,1,0.0
-1,1,-1,0,0,1,0,-1,0,0.25
-1,1,-1,0,0,1,1,-1,-1,0.0
-1,1,-1,0,0,1,0,0,-1,0.47058823529411764
-1,1,-1,-1,0,0,1,0,0,0.6666666666666666
-1,1,-1,-1,-1,0,1,1,0,0.5
-1,1,-1,-1,0,-1,1,1,0,1.0
-1,1,-1,-1,0,0,1,1,-1,0.5
-1,1,-1,-1,-1,0,1,0,1,1.0
-1,1,-1,-1,0,-1,1,0,1,1.0
-1,1,-1,0,-1,0,1,0,0,0.3076923076923077
-1,1,-1,0,-1,-1,1,1,0,0.5
-1,1,-1,0,-1,0,1,1,-1,0.0
-1,1,-1,0,-1,-1,1,0,1,1.0
-1,1,-1,0,0,-1,1,0,0,0.46153846153846156
-1,1,-1,0,0,-1,1,1,-1,0.5
-1,1,-1,0,0,0,1,-1,0,0.0
-1,1,-1,0,0,0,1,0,-1,0.14285714285714285
-1,1,-1,-1,0,0,0,1,0,0.5294117647058824
-1,1,-1,-1,-1,0,0,1,1,0.5
-1,1,-1,-1,0,-1,0,1,1,1.0
-1,1,-1,-1,0,0,-1,1,1,0.0
-1,1,-1,0,-1,0,0,1,0,0.2222222222222222
-1,1,-1,0,-1,-1,0,1,1,0.5
-1,1,-1,0,-1,0,-1,1,1,0.0
-1,1,-1,0,0,-1,0,1,0,0.5294117647058824
-1,1,-1,0,0,-1,-1,1,1,0.5
-1,1,-1,0,0,0,-1,1,0,0.35714285714285715
-1,1,-1,0,0,0,0,1,-1,0.35714285714285715
-1,1,-1,-1,0,0,0,0,1,0.46153846153846156
-1,1,-1,0,-1,0,0,0,1,0.3076923076923077
